code,language,error_type,predicted
"import randomm
randomm.randint(1,10)",Python,ImportError,ImportError
"random.randint(1, 10)",Python,MissingImport,MissingImport
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
"np.array([1,2,3])",Python,MissingImport,MissingImport
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
5 = x,Python,InvalidAssignment,InvalidAssignment
"vector<int> v = {1, 2, 3;",C++,UnmatchedBracket,UnmatchedBracket
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
10 + 5 = result;,C++,InvalidAssignment,DivisionByZero
from math import *,Python,WildcardImport,WildcardImport
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
now = datetime.now(),Python,MissingImport,MissingImport
"String s = ""hello;",Java,UnclosedString,UnclosedString
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
from math import *,Python,WildcardImport,WildcardImport
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
from math import *,Python,WildcardImport,WildcardImport
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
5 = x;,C,InvalidAssignment,InvalidAssignment
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
int x = 10,C++,MissingDelimiter,DivisionByZero
result = 10 / 0,Python,DivisionByZero,DivisionByZero
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"if (x > 5 { cout << ""big""; }",C++,UnmatchedBracket,UnmatchedBracket
"class Test:
def __init__(self):
pass",Python,IndentationError,IndentationError
while (1) { },C,InfiniteLoop,InfiniteLoop
while (1) { },C,InfiniteLoop,InfiniteLoop
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
int x = 10,C,MissingDelimiter,DivisionByZero
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"np.array([1,2,3])",Python,MissingImport,MissingImport
"System.out.println(""test);",Java,UnclosedString,UnclosedString
int x = 5; int x = 10;,C,DuplicateDefinition,DivisionByZero
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
for (;;) { },Java,InfiniteLoop,InfiniteLoop
int r = 50 / (a - a);,Java,DivisionByZero,DivisionByZero
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"string s = ""hello;",C++,UnclosedString,UnclosedString
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
5 = x;,C,InvalidAssignment,InvalidAssignment
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
result = x + y,Python,NameError,NameError
data = json.loads('{}'),Python,MissingImport,MissingImport
5 = x,Python,InvalidAssignment,InvalidAssignment
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
int r = 75 / (c - c);,C++,DivisionByZero,DivisionByZero
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
int i = 0; while (i < 10) { System.out.println(i); },Java,InfiniteLoop,InfiniteLoop
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
int r = 75 / (c - c);,C++,DivisionByZero,DivisionByZero
request.get('url'),Python,MissingImport,MissingImport
"plt.plot([1,2,3])",Python,MissingImport,MissingImport
int result = 10 / 0;,Java,DivisionByZero,DivisionByZero
from math import *,Python,WildcardImport,WildcardImport
df = pd.DataFrame(),Python,MissingImport,MissingImport
5 = x;,C++,InvalidAssignment,InvalidAssignment
from random import *,Python,WildcardImport,WildcardImport
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
print('Hello),Python,UnclosedString,UnclosedString
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
5 = x;,Java,InvalidAssignment,InvalidAssignment
from os import *,Python,WildcardImport,WildcardImport
total = count * 2,Python,NameError,NameError
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"string msg = ""error;",C++,UnclosedString,UnclosedString
"random.randint(1, 10)",Python,MissingImport,MissingImport
int x = 10,C,MissingDelimiter,DivisionByZero
print(name),Python,NameError,NameError
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"""hello"" = str;",Java,InvalidAssignment,InvalidAssignment
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"String s = ""hello;",Java,UnclosedString,UnclosedString
print(name),Python,NameError,NameError
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
int x = 10,Java,MissingDelimiter,DivisionByZero
"def test():
print('error')",Python,IndentationError,IndentationError
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
5 = x;,C++,InvalidAssignment,InvalidAssignment
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
int y = 20,C++,MissingDelimiter,MissingDelimiter
"do { printf(""run""); } while (true);",C,InfiniteLoop,InfiniteLoop
print(undefined_var),Python,NameError,NameError
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
print(undefined_var),Python,NameError,NameError
"int main() { printf(""Hi""; return 0; }",C,UnmatchedBracket,MissingInclude
from os import *,Python,WildcardImport,WildcardImport
"plt.plot([1,2,3])",Python,MissingImport,MissingImport
from datetime import *,Python,WildcardImport,WildcardImport
5 = x,Python,InvalidAssignment,InvalidAssignment
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
result = 100 / (x - x),Python,DivisionByZero,DivisionByZero
"np.array([1,2,3])",Python,MissingImport,MissingImport
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
print('Hello),Python,UnclosedString,UnclosedString
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
int y = 20,C++,MissingDelimiter,MissingDelimiter
from math import *,Python,WildcardImport,WildcardImport
int var = 1; int var = 2;,C,DuplicateDefinition,DuplicateDefinition
"if True:
x = 5",Python,IndentationError,IndentationError
from datetime import *,Python,WildcardImport,WildcardImport
int x = 10,C,MissingDelimiter,DivisionByZero
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"import pandass
pandass.DataFrame()",Python,ImportError,ImportError
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
print(x),Python,NameError,NameError
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
int x = 10,C,MissingDelimiter,DivisionByZero
"def test():
print('error')",Python,IndentationError,IndentationError
5 = x;,C,InvalidAssignment,InvalidAssignment
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
int result = 10 / 0;,Java,DivisionByZero,DivisionByZero
5 = x;,C,InvalidAssignment,InvalidAssignment
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
total = count * 2,Python,NameError,NameError
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
now = datetime.now(),Python,MissingImport,MissingImport
os.path.exists('file'),Python,MissingImport,MissingImport
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
int result = 10 / 0;,C++,DivisionByZero,DivisionByZero
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
total = count * 2,Python,NameError,NameError
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
from datetime import datetimee,Python,ImportError,ImportError
int x = 10,C++,MissingDelimiter,DivisionByZero
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
result = 10 / 0,Python,DivisionByZero,DivisionByZero
result = 10 / 0,Python,DivisionByZero,DivisionByZero
"while (true) { System.out.println(""loop""); }",Java,InfiniteLoop,InfiniteLoop
5 = x,Python,InvalidAssignment,InvalidAssignment
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
int main() { cin >> x; return 0; },C++,MissingInclude,MissingInclude
total = count * 2,Python,NameError,NameError
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
int main() { sqrt(16); return 0; },C,MissingInclude,MissingInclude
"def func():
print('Hi')",Python,IndentationError,IndentationError
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
5 = x;,C++,InvalidAssignment,InvalidAssignment
from datetime import *,Python,WildcardImport,WildcardImport
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"int x = ""text"";",C,TypeMismatch,TypeMismatch
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
int x = 10,Java,MissingDelimiter,DivisionByZero
print(x),Python,NameError,NameError
from random import *,Python,WildcardImport,WildcardImport
from math import *,Python,WildcardImport,WildcardImport
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
from os import *,Python,WildcardImport,WildcardImport
int x = 10,C,MissingDelimiter,DivisionByZero
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
"while True:
break",Python,IndentationError,IndentationError
"def test():
print('error')",Python,IndentationError,IndentationError
os.path.exists('file'),Python,MissingImport,MissingImport
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
int x = 10,C,MissingDelimiter,DivisionByZero
"import pandass
pandass.DataFrame()",Python,ImportError,ImportError
"int main() { cout << ""Hi""; return 0; }",C++,MissingInclude,MissingInclude
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
df = pd.DataFrame(),Python,MissingImport,MissingImport
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"class Test:
def __init__(self):
pass",Python,IndentationError,IndentationError
int r = 50 / (a - a);,Java,DivisionByZero,DivisionByZero
print(x),Python,NameError,NameError
"System.out.println(""test);",Java,UnclosedString,UnclosedString
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
"""hello"" = str;",C++,InvalidAssignment,InvalidAssignment
"random.randint(1, 10)",Python,MissingImport,MissingImport
print(undefined_var),Python,NameError,NameError
while (true { break; },C,UnmatchedBracket,IndentationError
float unused = 3.14; return 0;,C,UnusedVariable,MissingDelimiter
5 = x;,C++,InvalidAssignment,InvalidAssignment
from math import *,Python,WildcardImport,WildcardImport
from datetime import datetimee,Python,ImportError,ImportError
x = 100 / (5 - 5),Python,DivisionByZero,InvalidAssignment
df = pd.DataFrame(),Python,MissingImport,MissingImport
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
int x = 10,C++,MissingDelimiter,DivisionByZero
result = math.sqrt(16),Python,MissingImport,MissingImport
int x = 10,Java,MissingDelimiter,DivisionByZero
int r = 75 / (c - c);,C++,DivisionByZero,DivisionByZero
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
"int main() { cout << ""Hi""; return 0; }",C++,MissingInclude,MissingInclude
"printf(""Hello);",C,UnclosedString,UnclosedString
int r = 25 / (b - b);,C,DivisionByZero,DivisionByZero
from math import *,Python,WildcardImport,WildcardImport
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"do { printf(""run""); } while (true);",C,InfiniteLoop,InfiniteLoop
"while True:
break",Python,IndentationError,IndentationError
"int main() { printf(""Hello""); return 0; }",C,MissingInclude,MissingInclude
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
5 = x;,Java,InvalidAssignment,InvalidAssignment
int x = 10,C++,MissingDelimiter,DivisionByZero
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10,C++,MissingDelimiter,DivisionByZero
print(name),Python,NameError,NameError
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
"printf(""Hello"")",C,MissingDelimiter,UnclosedString
5 = x;,C++,InvalidAssignment,InvalidAssignment
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
5 = x;,C++,InvalidAssignment,InvalidAssignment
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
5 = x;,C,InvalidAssignment,InvalidAssignment
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"vector<int> v = {1, 2, 3;",C++,UnmatchedBracket,UnmatchedBracket
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
int result = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
5 = x,Python,InvalidAssignment,InvalidAssignment
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"from os import pathh
pathh.exists('file')",Python,ImportError,ImportError
5 = x,Python,InvalidAssignment,InvalidAssignment
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"if True:
x = 5",Python,IndentationError,IndentationError
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
int var = 1; int var = 2;,C,DuplicateDefinition,DuplicateDefinition
"printf(""Hello);",C,UnclosedString,UnclosedString
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
5 = x;,Java,InvalidAssignment,InvalidAssignment
result = x + y,Python,NameError,NameError
request.get('url'),Python,MissingImport,MissingImport
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
"int main() { printf(""Hello""); return 0; }",C,MissingInclude,MissingInclude
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
from datetime import datetimee,Python,ImportError,ImportError
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
while (true { break; },C,UnmatchedBracket,IndentationError
int y = 20,C++,MissingDelimiter,MissingDelimiter
x = 10 / 0,Python,DivisionByZero,InvalidAssignment
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
int result = 10 / 0;,C,DivisionByZero,DivisionByZero
"import numpyy
numpyy.array([1,2])",Python,ImportError,ImportError
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
"cout << ""test;",C++,UnclosedString,UnclosedString
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
"np.array([1,2,3])",Python,MissingImport,MissingImport
5 = x;,C,InvalidAssignment,InvalidAssignment
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
5 = x;,Java,InvalidAssignment,InvalidAssignment
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"int main() { string s = ""hi""; return 0; }",C++,MissingInclude,MissingInclude
"printf(""Hello"");",C,MissingInclude,UnclosedString
int main() { vector<int> v; return 0; },C++,MissingInclude,MissingInclude
"printf(""Hello);",C,UnclosedString,UnclosedString
int result = 10 / 0;,Java,DivisionByZero,DivisionByZero
int main() { cin >> x; return 0; },C++,MissingInclude,MissingInclude
int r = 25 / (b - b);,C,DivisionByZero,DivisionByZero
from math import *,Python,WildcardImport,WildcardImport
5 = x;,C,InvalidAssignment,InvalidAssignment
from os import *,Python,WildcardImport,WildcardImport
float unused = 3.14; return 0;,C,UnusedVariable,MissingDelimiter
"if (x > 5 { printf(""big""); }",C,UnmatchedBracket,UnmatchedBracket
os.path.exists('file'),Python,MissingImport,MissingImport
"int main() { scanf(""%d"", &x); return 0; }",C,MissingInclude,MissingInclude
from datetime import datetimee,Python,ImportError,ImportError
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"int main() { printf(""Hi""; return 0; }",C,UnmatchedBracket,MissingInclude
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"int main() { printf(""Hello""); return 0; }",C,MissingInclude,MissingInclude
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"def func():
print('Hi')",Python,IndentationError,IndentationError
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
"do { printf(""run""); } while (true);",C,InfiniteLoop,InfiniteLoop
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
total = count * 2,Python,NameError,NameError
int i = 0; while (i < 10) { System.out.println(i); },Java,InfiniteLoop,InfiniteLoop
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
"re.match(r'\d+', '123')",Python,MissingImport,MissingImport
"int main() { printf(""Hello""); return 0; }",C,MissingInclude,MissingInclude
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
"int x = ""hello"";",C++,TypeMismatch,TypeMismatch
result = x + y,Python,NameError,NameError
"def func():
print('Hi')",Python,IndentationError,IndentationError
result = math.sqrt(16),Python,MissingImport,MissingImport
int x = 10,C++,MissingDelimiter,DivisionByZero
int main() { vector<int> v; return 0; },C++,MissingInclude,MissingInclude
int result = 10 / 0;,Java,DivisionByZero,DivisionByZero
int main() { sqrt(16); return 0; },C,MissingInclude,MissingInclude
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
int y = 20,C,MissingDelimiter,MissingDelimiter
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
now = datetime.now(),Python,MissingImport,MissingImport
from math import *,Python,WildcardImport,WildcardImport
int main() { cin >> x; return 0; },C++,MissingInclude,MissingInclude
"def test():
print('error')",Python,IndentationError,IndentationError
int main() { cin >> x; return 0; },C++,MissingInclude,MissingInclude
int z = 30,C++,MissingDelimiter,MissingDelimiter
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
"printf(""Hello"");",C,MissingInclude,UnclosedString
char c = 'a'; int result = 5;,C,UnusedVariable,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,Java,InvalidAssignment,InvalidAssignment
os.path.exists('file'),Python,MissingImport,MissingImport
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
print(name),Python,NameError,NameError
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int main() { string s = ""hi""; return 0; }",C++,MissingInclude,MissingInclude
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
result = 100 / (x - x),Python,DivisionByZero,DivisionByZero
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
result = math.sqrt(16),Python,MissingImport,MissingImport
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
5 = x,Python,InvalidAssignment,InvalidAssignment
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"def update(val, config={}): config['val'] = val",Python,MutableDefault,MutableDefault
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
"cout << ""Hello;",C++,UnclosedString,UnclosedString
total = count * 2,Python,NameError,NameError
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
from random import *,Python,WildcardImport,WildcardImport
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"""hello"" = str;",C++,InvalidAssignment,InvalidAssignment
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"System.out.println(""Hi"")",Java,MissingDelimiter,UnusedVariable
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
from math import *,Python,WildcardImport,WildcardImport
5 = x;,Java,InvalidAssignment,InvalidAssignment
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
5 = x;,Java,InvalidAssignment,InvalidAssignment
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
5 = x,Python,InvalidAssignment,InvalidAssignment
for (auto i : vec { },C++,UnmatchedBracket,UnmatchedBracket
from datetime import *,Python,WildcardImport,WildcardImport
print(undefined_var),Python,NameError,NameError
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"re.match(r'\d+', '123')",Python,MissingImport,MissingImport
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
print(name),Python,NameError,NameError
"int x = ""5"" + 3;",Java,TypeMismatch,DivisionByZero
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
from datetime import datetimee,Python,ImportError,ImportError
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
5 = x;,C++,InvalidAssignment,InvalidAssignment
5 = x;,Java,InvalidAssignment,InvalidAssignment
"int main() { strlen(""test""); return 0; }",C,MissingInclude,MissingInclude
"from os import pathh
pathh.exists('file')",Python,ImportError,ImportError
int r = 25 / (b - b);,C,DivisionByZero,DivisionByZero
int x = 10,C,MissingDelimiter,DivisionByZero
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
int main() { vector<int> v; return 0; },C++,MissingInclude,MissingInclude
"printf(""Hello);",C,UnclosedString,UnclosedString
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
"""hello"" = str;",Java,InvalidAssignment,InvalidAssignment
int x = 10,C++,MissingDelimiter,DivisionByZero
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
int r = 25 / (b - b);,C,DivisionByZero,DivisionByZero
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
x = 100 / (5 - 5),Python,DivisionByZero,InvalidAssignment
from datetime import *,Python,WildcardImport,WildcardImport
return result,Java,MissingDelimiter,MissingDelimiter
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
int y = 20,C,MissingDelimiter,MissingDelimiter
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
5 = x;,Java,InvalidAssignment,InvalidAssignment
return result,Java,MissingDelimiter,MissingDelimiter
"def func():
print('Hi')",Python,IndentationError,IndentationError
"printf(""Hello"");",C,MissingInclude,UnclosedString
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
total = count * 2,Python,NameError,NameError
from math import *,Python,WildcardImport,WildcardImport
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"def test():
print('error')",Python,IndentationError,IndentationError
"for (;;) { printf(""loop""); }",C,InfiniteLoop,InfiniteLoop
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"int x = ""hello"";",C++,TypeMismatch,TypeMismatch
print('Hello),Python,UnclosedString,UnclosedString
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
os.path.exists('file'),Python,MissingImport,MissingImport
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
int main() { sqrt(16); return 0; },C,MissingInclude,MissingInclude
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"int x = ""hello"";",C++,TypeMismatch,TypeMismatch
"System.out.println(""Hi"")",Java,MissingDelimiter,UnusedVariable
"class Test:
def __init__(self):
pass",Python,IndentationError,IndentationError
